CMDLINE /Library/Frameworks/Python.framework/Versions/3.8/bin/python3 tabs.py
MEM 195.863281 1608090223.2239
MEM 195.863281 1608090223.3272
MEM 195.863281 1608090223.4307
MEM 195.863281 1608090223.5350
MEM 195.863281 1608090223.6398
MEM 195.863281 1608090223.7447
MEM 195.863281 1608090223.8454
MEM 195.863281 1608090223.9508
MEM 195.863281 1608090224.0562
MEM 195.863281 1608090224.1604
MEM 195.863281 1608090224.2656
MEM 195.863281 1608090224.3659
MEM 195.863281 1608090224.4694
MEM 195.898438 1608090224.5698
MEM 195.898438 1608090224.6722
MEM 195.898438 1608090224.7773
MEM 195.898438 1608090224.8805
MEM 195.898438 1608090224.9859
MEM 195.898438 1608090225.0911
MEM 195.898438 1608090225.1933
MEM 195.898438 1608090225.2952
MEM 195.898438 1608090225.4006
MEM 195.898438 1608090225.5038
MEM 195.898438 1608090225.6056
MEM 195.898438 1608090225.7096
MEM 195.898438 1608090225.8127
MEM 195.898438 1608090225.9141
MEM 195.898438 1608090226.0185
MEM 195.898438 1608090226.1204
MEM 195.898438 1608090226.2233
MEM 195.898438 1608090226.3272
MEM 195.898438 1608090226.4322
MEM 195.898438 1608090226.5337
MEM 195.898438 1608090226.6391
MEM 195.898438 1608090226.7413
MEM 195.898438 1608090226.8455
MEM 195.898438 1608090226.9483
MEM 195.898438 1608090227.0511
MEM 195.898438 1608090227.1544
MEM 195.898438 1608090227.2581
MEM 195.898438 1608090227.3605
MEM 195.898438 1608090227.4620
MEM 195.898438 1608090227.5672
MEM 195.898438 1608090227.6703
MEM 195.898438 1608090227.7735
MEM 195.898438 1608090227.8786
MEM 195.898438 1608090227.9828
MEM 195.898438 1608090228.0845
MEM 195.933594 1608090228.1854
MEM 195.933594 1608090228.2866
MEM 195.933594 1608090228.3872
MEM 195.933594 1608090228.4880
MEM 195.933594 1608090228.5894
MEM 195.933594 1608090228.6926
MEM 195.933594 1608090228.7977
MEM 195.933594 1608090228.9002
MEM 195.933594 1608090229.0035
MEM 195.933594 1608090229.1037
MEM 195.933594 1608090229.2048
MEM 195.933594 1608090229.3076
MEM 195.933594 1608090229.4081
MEM 195.933594 1608090229.5085
MEM 195.933594 1608090229.6088
MEM 195.933594 1608090229.7117
MEM 195.933594 1608090229.8119
MEM 195.933594 1608090229.9129
MEM 195.933594 1608090230.0133
MEM 195.933594 1608090230.1161
MEM 195.933594 1608090230.2195
MEM 195.933594 1608090230.3243
MEM 195.933594 1608090230.4279
MEM 195.933594 1608090230.5287
MEM 195.933594 1608090230.6290
MEM 195.933594 1608090230.7303
MEM 195.933594 1608090230.8327
MEM 195.933594 1608090230.9363
MEM 195.933594 1608090231.0372
MEM 195.933594 1608090231.1414
MEM 195.933594 1608090231.2419
MEM 195.933594 1608090231.3456
MEM 195.933594 1608090231.4495
MEM 195.933594 1608090231.5499
MEM 195.933594 1608090231.6509
MEM 195.933594 1608090231.7555
MEM 195.933594 1608090231.8605
MEM 195.933594 1608090231.9624
MEM 195.933594 1608090232.0661
MEM 195.933594 1608090232.1695
MEM 195.933594 1608090232.2740
MEM 195.933594 1608090232.3750
MEM 195.933594 1608090232.4757
MEM 195.933594 1608090232.5775
MEM 195.933594 1608090232.6812
MEM 195.933594 1608090232.7828
MEM 195.933594 1608090232.8831
MEM 195.933594 1608090232.9841
MEM 195.933594 1608090233.0869
MEM 195.933594 1608090233.1909
MEM 195.933594 1608090233.2947
MEM 195.933594 1608090233.3972
MEM 195.933594 1608090233.4997
MEM 195.933594 1608090233.6003
MEM 195.933594 1608090233.7020
MEM 195.933594 1608090233.8036
MEM 195.933594 1608090233.9078
MEM 195.933594 1608090234.0125
MEM 195.933594 1608090234.1160
MEM 195.933594 1608090234.2210
MEM 195.933594 1608090234.3254
MEM 195.933594 1608090234.4266
MEM 195.933594 1608090234.5284
MEM 195.933594 1608090234.6327
MEM 195.933594 1608090234.7361
MEM 195.933594 1608090234.8406
MEM 195.933594 1608090234.9434
MEM 195.933594 1608090235.0442
MEM 195.933594 1608090235.1490
MEM 195.933594 1608090235.2533
MEM 195.933594 1608090235.3541
MEM 195.933594 1608090235.4566
MEM 195.933594 1608090235.5617
MEM 195.933594 1608090235.6621
MEM 195.933594 1608090235.7634
MEM 195.933594 1608090235.8675
MEM 195.933594 1608090235.9727
MEM 195.933594 1608090236.0762
MEM 195.933594 1608090236.1773
MEM 195.933594 1608090236.2796
MEM 195.937500 1608090236.3829
MEM 195.937500 1608090236.4833
MEM 195.937500 1608090236.5863
MEM 195.937500 1608090236.6870
MEM 195.937500 1608090236.7889
MEM 195.937500 1608090236.8908
MEM 195.937500 1608090236.9958
MEM 195.937500 1608090237.0997
MEM 195.937500 1608090237.2028
MEM 195.937500 1608090237.3062
MEM 195.937500 1608090237.4070
MEM 195.937500 1608090237.5108
MEM 195.937500 1608090237.6156
MEM 195.937500 1608090237.7194
MEM 195.937500 1608090237.8243
MEM 195.937500 1608090237.9273
MEM 195.937500 1608090238.0283
MEM 195.937500 1608090238.1289
MEM 195.937500 1608090238.2304
MEM 195.937500 1608090238.3326
MEM 195.937500 1608090238.4330
MEM 195.937500 1608090238.5363
MEM 195.937500 1608090238.6376
MEM 195.937500 1608090238.7378
MEM 195.937500 1608090238.8407
MEM 195.937500 1608090238.9441
MEM 195.937500 1608090239.0473
MEM 195.937500 1608090239.1525
MEM 195.937500 1608090239.2552
MEM 195.937500 1608090239.3558
MEM 195.937500 1608090239.4605
MEM 195.937500 1608090239.5653
MEM 195.937500 1608090239.6685
MEM 195.937500 1608090239.7707
MEM 195.937500 1608090239.8739
MEM 195.937500 1608090239.9767
MEM 195.937500 1608090240.0797
MEM 195.937500 1608090240.1819
MEM 195.937500 1608090240.2837
MEM 195.937500 1608090240.3885
MEM 195.937500 1608090240.4927
MEM 195.937500 1608090240.5971
MEM 195.937500 1608090240.7023
MEM 195.937500 1608090240.8052
MEM 195.937500 1608090240.9089
MEM 195.937500 1608090241.0125
MEM 195.937500 1608090241.1137
MEM 195.937500 1608090241.2146
MEM 195.937500 1608090241.3178
MEM 195.937500 1608090241.4224
MEM 195.937500 1608090241.5234
MEM 195.937500 1608090241.6244
MEM 195.937500 1608090241.7265
MEM 195.937500 1608090241.8274
MEM 195.937500 1608090241.9317
MEM 195.937500 1608090242.0331
MEM 195.937500 1608090242.1359
MEM 195.937500 1608090242.2413
MEM 195.937500 1608090242.3446
MEM 195.937500 1608090242.4486
MEM 195.937500 1608090242.5522
MEM 195.937500 1608090242.6564
MEM 195.937500 1608090242.7606
MEM 195.937500 1608090242.8654
MEM 195.937500 1608090242.9688
MEM 195.937500 1608090243.0696
MEM 195.937500 1608090243.1700
MEM 195.937500 1608090243.2703
MEM 195.937500 1608090243.3732
MEM 195.937500 1608090243.4736
MEM 195.937500 1608090243.5773
MEM 195.937500 1608090243.6815
MEM 195.937500 1608090243.7838
MEM 195.937500 1608090243.8890
MEM 195.937500 1608090243.9911
MEM 195.937500 1608090244.0934
MEM 195.937500 1608090244.1985
MEM 195.937500 1608090244.3033
MEM 195.937500 1608090244.4073
MEM 195.937500 1608090244.5113
MEM 195.937500 1608090244.6155
MEM 195.937500 1608090244.7170
MEM 195.937500 1608090244.8180
MEM 195.937500 1608090244.9203
MEM 195.937500 1608090245.0211
MEM 195.937500 1608090245.1217
MEM 195.937500 1608090245.2264
MEM 195.937500 1608090245.3284
MEM 195.937500 1608090245.4309
MEM 195.937500 1608090245.5315
MEM 195.937500 1608090245.6322
MEM 195.937500 1608090245.7364
MEM 195.937500 1608090245.8417
MEM 195.937500 1608090245.9454
MEM 195.937500 1608090246.0496
MEM 195.937500 1608090246.1500
MEM 195.937500 1608090246.2545
MEM 195.937500 1608090246.3584
MEM 195.937500 1608090246.4602
MEM 195.937500 1608090246.5638
MEM 195.937500 1608090246.6679
MEM 195.937500 1608090246.7713
MEM 195.937500 1608090246.8759
MEM 195.937500 1608090246.9782
MEM 195.937500 1608090247.0826
MEM 195.937500 1608090247.1871
MEM 195.937500 1608090247.2902
MEM 195.937500 1608090247.3939
MEM 195.937500 1608090247.4972
MEM 195.937500 1608090247.5976
MEM 195.937500 1608090247.6987
MEM 195.937500 1608090247.7999
MEM 195.937500 1608090247.9041
MEM 195.937500 1608090248.0064
MEM 195.937500 1608090248.1097
MEM 195.937500 1608090248.2130
MEM 195.937500 1608090248.3172
MEM 195.937500 1608090248.4211
MEM 195.937500 1608090248.5259
MEM 195.937500 1608090248.6293
MEM 195.937500 1608090248.7334
MEM 195.937500 1608090248.8386
MEM 195.937500 1608090248.9427
MEM 195.937500 1608090249.0479
MEM 195.937500 1608090249.1485
MEM 195.937500 1608090249.2527
MEM 195.937500 1608090249.3566
MEM 195.937500 1608090249.4597
MEM 195.937500 1608090249.5634
MEM 195.937500 1608090249.6657
MEM 195.937500 1608090249.7661
MEM 195.937500 1608090249.8704
MEM 195.937500 1608090249.9735
MEM 195.937500 1608090250.0746
MEM 195.937500 1608090250.1753
MEM 195.937500 1608090250.2787
MEM 195.937500 1608090250.3796
MEM 195.937500 1608090250.4820
MEM 195.937500 1608090250.5865
MEM 195.937500 1608090250.6919
MEM 195.937500 1608090250.7925
MEM 195.937500 1608090250.8972
MEM 195.937500 1608090251.0007
MEM 195.937500 1608090251.1010
MEM 195.937500 1608090251.2013
MEM 195.937500 1608090251.3024
MEM 195.937500 1608090251.4073
MEM 195.937500 1608090251.5117
MEM 195.937500 1608090251.6161
MEM 195.937500 1608090251.7182
MEM 195.937500 1608090251.8191
MEM 195.937500 1608090251.9218
MEM 195.937500 1608090252.0257
MEM 195.937500 1608090252.1280
MEM 195.937500 1608090252.2327
MEM 195.937500 1608090252.3330
MEM 195.937500 1608090252.4355
MEM 195.937500 1608090252.5398
MEM 195.937500 1608090252.6411
MEM 195.937500 1608090252.7464
MEM 195.937500 1608090252.8498
MEM 195.937500 1608090252.9532
MEM 195.937500 1608090253.0579
MEM 195.937500 1608090253.1632
MEM 195.937500 1608090253.2675
MEM 195.937500 1608090253.3687
MEM 195.937500 1608090253.4712
MEM 195.937500 1608090253.5747
MEM 195.937500 1608090253.6784
MEM 195.937500 1608090253.7813
MEM 195.937500 1608090253.8817
MEM 195.937500 1608090253.9823
MEM 195.937500 1608090254.0876
MEM 195.937500 1608090254.1925
MEM 195.937500 1608090254.2954
MEM 195.937500 1608090254.4001
MEM 195.937500 1608090254.5050
MEM 195.937500 1608090254.6093
MEM 195.937500 1608090254.7109
MEM 195.937500 1608090254.8161
MEM 195.937500 1608090254.9165
MEM 195.937500 1608090255.0205
MEM 195.937500 1608090255.1222
MEM 195.937500 1608090255.2275
MEM 195.937500 1608090255.3299
MEM 195.937500 1608090255.4310
MEM 195.937500 1608090255.5339
MEM 195.937500 1608090255.6344
MEM 195.937500 1608090255.7369
MEM 195.937500 1608090255.8376
MEM 195.937500 1608090255.9414
MEM 195.937500 1608090256.0440
MEM 195.937500 1608090256.1493
MEM 195.937500 1608090256.2505
MEM 195.937500 1608090256.3559
MEM 195.937500 1608090256.4586
MEM 195.937500 1608090256.5604
MEM 195.937500 1608090256.6658
MEM 195.937500 1608090256.7666
MEM 195.937500 1608090256.8700
MEM 195.937500 1608090256.9720
MEM 195.937500 1608090257.0767
MEM 195.937500 1608090257.1795
MEM 195.937500 1608090257.2808
MEM 195.937500 1608090257.3837
MEM 195.937500 1608090257.4870
MEM 195.937500 1608090257.5884
MEM 195.937500 1608090257.6913
MEM 195.937500 1608090257.7957
MEM 195.937500 1608090257.9002
MEM 195.937500 1608090258.0036
MEM 195.937500 1608090258.1076
MEM 195.937500 1608090258.2112
MEM 195.937500 1608090258.3118
MEM 195.937500 1608090258.4135
MEM 195.937500 1608090258.5159
MEM 195.937500 1608090258.6194
MEM 195.937500 1608090258.7198
MEM 195.937500 1608090258.8208
MEM 195.937500 1608090258.9231
MEM 195.937500 1608090259.0240
MEM 195.937500 1608090259.1293
MEM 195.937500 1608090259.2335
MEM 195.937500 1608090259.3376
MEM 195.937500 1608090259.4427
MEM 195.937500 1608090259.5461
MEM 195.937500 1608090259.6502
MEM 195.937500 1608090259.7540
MEM 195.937500 1608090259.8550
MEM 195.937500 1608090259.9578
MEM 195.937500 1608090260.0602
MEM 195.937500 1608090260.1613
MEM 195.937500 1608090260.2616
MEM 195.937500 1608090260.3646
MEM 195.937500 1608090260.4682
MEM 195.937500 1608090260.5718
MEM 195.937500 1608090260.6761
MEM 195.937500 1608090260.7766
MEM 195.953125 1608090260.8781
MEM 195.953125 1608090260.9829
MEM 195.953125 1608090261.0849
MEM 195.953125 1608090261.1876
MEM 195.953125 1608090261.2898
MEM 195.953125 1608090261.3938
MEM 195.953125 1608090261.4960
MEM 195.953125 1608090261.5975
MEM 195.953125 1608090261.7017
MEM 195.953125 1608090261.8029
MEM 195.953125 1608090261.9059
MEM 195.953125 1608090262.0096
MEM 195.953125 1608090262.1128
MEM 195.953125 1608090262.2166
MEM 195.953125 1608090262.3195
MEM 195.953125 1608090262.4205
MEM 195.953125 1608090262.5240
MEM 195.953125 1608090262.6271
MEM 195.953125 1608090262.7277
MEM 195.953125 1608090262.8330
MEM 195.953125 1608090262.9334
MEM 195.953125 1608090263.0342
MEM 195.953125 1608090263.1346
MEM 195.953125 1608090263.2351
MEM 195.953125 1608090263.3386
MEM 195.953125 1608090263.4440
MEM 195.953125 1608090263.5450
MEM 195.953125 1608090263.6501
MEM 195.953125 1608090263.7520
MEM 195.953125 1608090263.8540
MEM 195.953125 1608090263.9544
MEM 195.953125 1608090264.0554
MEM 195.953125 1608090264.1599
MEM 195.953125 1608090264.2640
MEM 195.953125 1608090264.3680
MEM 195.953125 1608090264.4688
MEM 195.953125 1608090264.5740
MEM 195.953125 1608090264.6768
MEM 195.953125 1608090264.7820
MEM 195.953125 1608090264.8855
MEM 195.953125 1608090264.9902
MEM 195.953125 1608090265.0926
MEM 195.953125 1608090265.1973
MEM 195.953125 1608090265.2984
MEM 195.953125 1608090265.4001
MEM 195.953125 1608090265.5033
MEM 195.953125 1608090265.6036
MEM 195.953125 1608090265.7072
MEM 195.953125 1608090265.8104
MEM 195.953125 1608090265.9152
MEM 195.953125 1608090266.0172
MEM 195.953125 1608090266.1192
MEM 195.953125 1608090266.2230
MEM 195.953125 1608090266.3271
MEM 195.953125 1608090266.4275
MEM 195.953125 1608090266.5320
MEM 195.953125 1608090266.6327
MEM 195.953125 1608090266.7363
MEM 195.953125 1608090266.8372
MEM 195.953125 1608090266.9377
MEM 195.953125 1608090267.0418
MEM 195.953125 1608090267.1431
MEM 195.953125 1608090267.2477
MEM 195.953125 1608090267.3522
MEM 195.953125 1608090267.4564
MEM 195.953125 1608090267.5571
MEM 195.953125 1608090267.6600
MEM 195.953125 1608090267.7637
MEM 195.953125 1608090267.8653
MEM 195.953125 1608090267.9686
MEM 195.953125 1608090268.0732
MEM 195.953125 1608090268.1774
MEM 195.953125 1608090268.2811
MEM 195.953125 1608090268.3815
MEM 195.953125 1608090268.4839
MEM 195.953125 1608090268.5849
MEM 195.953125 1608090268.6899
MEM 195.953125 1608090268.7937
MEM 195.953125 1608090268.8940
MEM 195.953125 1608090268.9982
MEM 195.953125 1608090269.1034
MEM 195.953125 1608090269.2067
MEM 195.953125 1608090269.3109
MEM 195.953125 1608090269.4156
MEM 195.953125 1608090269.5210
MEM 195.953125 1608090269.6214
MEM 195.953125 1608090269.7219
MEM 195.953125 1608090269.8229
MEM 195.953125 1608090269.9234
MEM 195.953125 1608090270.0238
MEM 195.953125 1608090270.1273
MEM 195.953125 1608090270.2287
MEM 195.953125 1608090270.3317
MEM 195.953125 1608090270.4346
MEM 195.953125 1608090270.5388
MEM 195.953125 1608090270.6442
MEM 195.953125 1608090270.7487
MEM 195.953125 1608090270.8527
MEM 195.953125 1608090270.9552
MEM 195.953125 1608090271.0593
