CMDLINE /Library/Frameworks/Python.framework/Versions/3.8/bin/python3 tabs.py
MEM 177.050781 1608090346.0426
MEM 177.050781 1608090346.1431
MEM 177.050781 1608090346.2435
MEM 177.050781 1608090346.3440
MEM 177.050781 1608090346.4443
MEM 177.050781 1608090346.5493
MEM 177.050781 1608090346.6496
MEM 177.050781 1608090346.7541
MEM 177.050781 1608090346.8595
MEM 177.050781 1608090346.9633
MEM 177.050781 1608090347.0676
MEM 177.050781 1608090347.1683
MEM 177.050781 1608090347.2725
MEM 177.050781 1608090347.3763
MEM 177.050781 1608090347.4775
MEM 177.050781 1608090347.5808
MEM 177.050781 1608090347.6841
MEM 177.050781 1608090347.7850
MEM 177.050781 1608090347.8904
MEM 177.050781 1608090347.9932
MEM 177.050781 1608090348.0986
MEM 177.050781 1608090348.2025
MEM 177.050781 1608090348.3064
MEM 177.050781 1608090348.4099
MEM 177.050781 1608090348.5141
MEM 177.050781 1608090348.6195
MEM 177.050781 1608090348.7205
MEM 177.050781 1608090348.8260
MEM 177.050781 1608090348.9265
MEM 177.050781 1608090349.0316
MEM 177.050781 1608090349.1357
MEM 177.050781 1608090349.2364
MEM 177.050781 1608090349.3366
MEM 177.050781 1608090349.4374
MEM 177.050781 1608090349.5425
MEM 177.050781 1608090349.6448
MEM 177.050781 1608090349.7450
MEM 177.050781 1608090349.8453
MEM 177.050781 1608090349.9489
MEM 177.050781 1608090350.0502
MEM 177.050781 1608090350.1510
MEM 177.050781 1608090350.2561
MEM 177.050781 1608090350.3570
MEM 177.050781 1608090350.4607
MEM 177.050781 1608090350.5652
MEM 177.050781 1608090350.6666
MEM 177.050781 1608090350.7676
MEM 177.050781 1608090350.8683
MEM 177.050781 1608090350.9728
MEM 177.050781 1608090351.0743
MEM 177.050781 1608090351.1775
MEM 177.050781 1608090351.2818
MEM 177.050781 1608090351.3824
MEM 177.050781 1608090351.4876
MEM 177.050781 1608090351.5895
MEM 177.050781 1608090351.6899
MEM 177.050781 1608090351.7905
MEM 177.050781 1608090351.8942
MEM 177.050781 1608090351.9983
MEM 177.050781 1608090352.1022
MEM 177.050781 1608090352.2061
MEM 177.050781 1608090352.3067
MEM 177.050781 1608090352.4111
MEM 177.050781 1608090352.5151
MEM 177.050781 1608090352.6201
MEM 177.050781 1608090352.7239
MEM 177.050781 1608090352.8279
MEM 177.050781 1608090352.9319
MEM 177.050781 1608090353.0334
MEM 177.050781 1608090353.1381
MEM 177.050781 1608090353.2422
MEM 177.050781 1608090353.3476
MEM 177.050781 1608090353.4530
MEM 177.050781 1608090353.5561
MEM 177.050781 1608090353.6615
MEM 177.050781 1608090353.7647
MEM 177.050781 1608090353.8701
MEM 177.050781 1608090353.9703
MEM 177.050781 1608090354.0730
MEM 177.050781 1608090354.1734
MEM 177.050781 1608090354.2779
MEM 177.050781 1608090354.3818
MEM 177.050781 1608090354.4822
MEM 177.050781 1608090354.5856
MEM 177.050781 1608090354.6869
MEM 177.050781 1608090354.7883
MEM 177.050781 1608090354.8920
MEM 177.050781 1608090354.9934
MEM 177.050781 1608090355.0988
MEM 177.050781 1608090355.2029
MEM 177.050781 1608090355.3081
MEM 177.050781 1608090355.4106
MEM 177.050781 1608090355.5136
MEM 177.050781 1608090355.6190
MEM 177.050781 1608090355.7223
MEM 177.050781 1608090355.8234
MEM 177.050781 1608090355.9239
MEM 177.050781 1608090356.0247
MEM 177.050781 1608090356.1252
MEM 177.050781 1608090356.2265
MEM 177.050781 1608090356.3274
MEM 177.050781 1608090356.4283
MEM 177.050781 1608090356.5326
MEM 177.050781 1608090356.6335
MEM 177.050781 1608090356.7389
MEM 177.050781 1608090356.8408
MEM 177.050781 1608090356.9456
MEM 177.050781 1608090357.0475
MEM 177.050781 1608090357.1521
MEM 177.050781 1608090357.2539
MEM 177.050781 1608090357.3543
MEM 177.050781 1608090357.4548
MEM 177.050781 1608090357.5571
MEM 177.050781 1608090357.6584
MEM 177.050781 1608090357.7600
MEM 177.050781 1608090357.8619
MEM 177.050781 1608090357.9653
MEM 177.050781 1608090358.0687
MEM 177.050781 1608090358.1716
MEM 177.050781 1608090358.2718
MEM 177.050781 1608090358.3739
MEM 177.050781 1608090358.4788
MEM 177.050781 1608090358.5831
MEM 177.050781 1608090358.6866
MEM 177.050781 1608090358.7920
MEM 177.050781 1608090358.8974
MEM 177.050781 1608090359.0011
MEM 177.050781 1608090359.1017
MEM 177.050781 1608090359.2021
MEM 177.050781 1608090359.3043
MEM 177.050781 1608090359.4086
MEM 177.058594 1608090359.5091
MEM 177.058594 1608090359.6135
MEM 177.058594 1608090359.7175
MEM 177.058594 1608090359.8179
MEM 177.058594 1608090359.9183
MEM 177.058594 1608090360.0227
MEM 177.058594 1608090360.1235
MEM 177.058594 1608090360.2256
MEM 177.058594 1608090360.3300
MEM 177.058594 1608090360.4321
MEM 177.058594 1608090360.5338
MEM 177.058594 1608090360.6342
MEM 177.058594 1608090360.7389
MEM 177.058594 1608090360.8409
MEM 177.058594 1608090360.9428
MEM 177.058594 1608090361.0449
MEM 177.058594 1608090361.1462
MEM 177.058594 1608090361.2496
MEM 177.058594 1608090361.3525
MEM 177.058594 1608090361.4567
MEM 177.058594 1608090361.5592
MEM 177.058594 1608090361.6595
MEM 177.058594 1608090361.7641
MEM 177.058594 1608090361.8685
MEM 177.058594 1608090361.9689
MEM 177.058594 1608090362.0712
MEM 177.058594 1608090362.1765
MEM 177.058594 1608090362.2790
MEM 177.058594 1608090362.3828
MEM 177.058594 1608090362.4852
MEM 177.058594 1608090362.5865
MEM 177.058594 1608090362.6891
MEM 177.058594 1608090362.7898
MEM 177.058594 1608090362.8922
MEM 177.058594 1608090362.9937
MEM 177.058594 1608090363.0939
MEM 177.058594 1608090363.1985
MEM 177.058594 1608090363.3002
MEM 177.058594 1608090363.4029
MEM 177.058594 1608090363.5064
MEM 177.058594 1608090363.6111
MEM 177.058594 1608090363.7151
MEM 177.058594 1608090363.8162
MEM 177.058594 1608090363.9167
MEM 177.058594 1608090364.0201
MEM 177.058594 1608090364.1234
MEM 177.058594 1608090364.2239
MEM 177.058594 1608090364.3243
MEM 177.058594 1608090364.4265
MEM 177.058594 1608090364.5310
MEM 177.058594 1608090364.6316
MEM 177.058594 1608090364.7335
MEM 177.058594 1608090364.8356
MEM 177.058594 1608090364.9397
MEM 177.058594 1608090365.0444
MEM 177.058594 1608090365.1485
MEM 177.058594 1608090365.2508
MEM 177.058594 1608090365.3510
MEM 177.058594 1608090365.4538
MEM 177.058594 1608090365.5580
MEM 177.058594 1608090365.6604
MEM 177.058594 1608090365.7618
MEM 177.058594 1608090365.8627
MEM 177.058594 1608090365.9659
MEM 177.058594 1608090366.0711
MEM 177.058594 1608090366.1719
MEM 177.058594 1608090366.2752
MEM 177.058594 1608090366.3803
MEM 177.058594 1608090366.4810
MEM 177.058594 1608090366.5816
MEM 177.058594 1608090366.6842
MEM 177.058594 1608090366.7850
MEM 177.058594 1608090366.8893
MEM 177.058594 1608090366.9938
MEM 177.058594 1608090367.0986
MEM 177.058594 1608090367.2001
MEM 177.058594 1608090367.3014
MEM 177.058594 1608090367.4035
MEM 177.058594 1608090367.5074
MEM 177.058594 1608090367.6091
MEM 177.058594 1608090367.7104
MEM 177.058594 1608090367.8149
MEM 177.058594 1608090367.9175
MEM 177.058594 1608090368.0204
MEM 177.058594 1608090368.1258
MEM 177.058594 1608090368.2294
MEM 177.058594 1608090368.3335
MEM 177.058594 1608090368.4370
MEM 177.058594 1608090368.5373
MEM 177.058594 1608090368.6413
MEM 177.058594 1608090368.7457
MEM 177.058594 1608090368.8501
MEM 177.058594 1608090368.9532
MEM 177.058594 1608090369.0559
MEM 177.058594 1608090369.1581
MEM 177.058594 1608090369.2590
MEM 177.058594 1608090369.3617
MEM 177.058594 1608090369.4668
MEM 177.058594 1608090369.5690
MEM 177.058594 1608090369.6694
MEM 177.058594 1608090369.7701
MEM 177.058594 1608090369.8723
MEM 177.058594 1608090369.9747
MEM 177.058594 1608090370.0799
MEM 177.058594 1608090370.1835
MEM 177.058594 1608090370.2876
MEM 177.058594 1608090370.3889
MEM 177.058594 1608090370.4941
MEM 177.058594 1608090370.5965
MEM 177.058594 1608090370.6996
MEM 177.058594 1608090370.8016
MEM 177.058594 1608090370.9069
MEM 177.058594 1608090371.0075
MEM 177.058594 1608090371.1122
MEM 177.058594 1608090371.2128
MEM 177.058594 1608090371.3179
MEM 177.058594 1608090371.4209
MEM 177.058594 1608090371.5250
MEM 177.058594 1608090371.6293
MEM 177.058594 1608090371.7332
MEM 177.058594 1608090371.8344
MEM 177.058594 1608090371.9385
MEM 177.058594 1608090372.0439
MEM 177.058594 1608090372.1489
MEM 177.058594 1608090372.2538
MEM 177.058594 1608090372.3585
MEM 177.058594 1608090372.4621
MEM 177.058594 1608090372.5649
MEM 177.058594 1608090372.6680
MEM 177.058594 1608090372.7731
MEM 177.058594 1608090372.8751
MEM 177.058594 1608090372.9793
MEM 177.058594 1608090373.0846
MEM 177.058594 1608090373.1848
MEM 177.058594 1608090373.2877
MEM 177.058594 1608090373.3912
MEM 177.058594 1608090373.4954
MEM 177.058594 1608090373.5963
MEM 177.058594 1608090373.6973
MEM 177.058594 1608090373.8018
MEM 177.058594 1608090373.9054
MEM 177.058594 1608090374.0069
MEM 177.058594 1608090374.1077
MEM 177.058594 1608090374.2107
MEM 177.058594 1608090374.3142
MEM 177.058594 1608090374.4162
MEM 177.058594 1608090374.5209
MEM 177.058594 1608090374.6212
MEM 177.058594 1608090374.7238
MEM 177.058594 1608090374.8242
MEM 177.058594 1608090374.9288
MEM 177.058594 1608090375.0298
MEM 177.058594 1608090375.1322
MEM 177.058594 1608090375.2325
MEM 177.066406 1608090375.3342
MEM 177.066406 1608090375.4351
MEM 177.066406 1608090375.5357
MEM 177.066406 1608090375.6362
MEM 177.066406 1608090375.7372
MEM 177.066406 1608090375.8376
MEM 177.066406 1608090375.9379
MEM 177.066406 1608090376.0396
MEM 177.066406 1608090376.1405
MEM 177.066406 1608090376.2414
MEM 177.066406 1608090376.3419
MEM 177.066406 1608090376.4457
MEM 177.066406 1608090376.5503
MEM 177.066406 1608090376.6515
MEM 177.066406 1608090376.7520
MEM 177.066406 1608090376.8572
MEM 177.066406 1608090376.9595
MEM 177.066406 1608090377.0645
MEM 177.066406 1608090377.1651
MEM 177.066406 1608090377.2657
MEM 177.066406 1608090377.3703
MEM 177.066406 1608090377.4713
MEM 177.066406 1608090377.5715
MEM 177.066406 1608090377.6718
MEM 177.066406 1608090377.7765
MEM 177.066406 1608090377.8818
MEM 177.066406 1608090377.9820
MEM 177.066406 1608090378.0871
MEM 177.066406 1608090378.1905
MEM 177.066406 1608090378.2912
MEM 177.066406 1608090378.3947
MEM 177.066406 1608090378.4996
MEM 177.066406 1608090378.6028
MEM 177.066406 1608090378.7032
MEM 177.066406 1608090378.8038
MEM 177.121094 1608090378.9073
MEM 177.121094 1608090379.0100
MEM 177.121094 1608090379.1151
MEM 177.121094 1608090379.2192
MEM 177.121094 1608090379.3239
MEM 177.121094 1608090379.4278
MEM 177.121094 1608090379.5318
MEM 177.121094 1608090379.6328
MEM 177.121094 1608090379.7350
MEM 177.121094 1608090379.8359
MEM 177.121094 1608090379.9373
MEM 177.121094 1608090380.0402
MEM 177.121094 1608090380.1409
MEM 177.121094 1608090380.2412
MEM 177.121094 1608090380.3442
MEM 177.121094 1608090380.4486
MEM 177.121094 1608090380.5531
MEM 177.121094 1608090380.6539
MEM 177.121094 1608090380.7544
MEM 177.121094 1608090380.8572
MEM 177.121094 1608090380.9598
MEM 177.121094 1608090381.0601
MEM 177.121094 1608090381.1636
MEM 177.121094 1608090381.2647
MEM 177.121094 1608090381.3682
MEM 177.121094 1608090381.4687
MEM 177.121094 1608090381.5711
MEM 177.121094 1608090381.6758
MEM 177.121094 1608090381.7761
MEM 177.121094 1608090381.8766
MEM 177.125000 1608090381.9791
MEM 177.125000 1608090382.0795
MEM 177.125000 1608090382.1799
MEM 177.125000 1608090382.2848
MEM 177.125000 1608090382.3879
MEM 177.125000 1608090382.4881
MEM 177.125000 1608090382.5889
MEM 177.125000 1608090382.6938
MEM 177.125000 1608090382.7964
MEM 177.125000 1608090382.9016
MEM 177.125000 1608090383.0059
MEM 177.125000 1608090383.1105
MEM 177.125000 1608090383.2117
MEM 177.125000 1608090383.3125
MEM 177.125000 1608090383.4155
MEM 177.125000 1608090383.5176
MEM 177.125000 1608090383.6193
MEM 177.125000 1608090383.7211
MEM 177.125000 1608090383.8216
MEM 177.125000 1608090383.9261
MEM 177.125000 1608090384.0263
MEM 177.125000 1608090384.1268
MEM 177.125000 1608090384.2308
MEM 177.125000 1608090384.3350
MEM 177.125000 1608090384.4382
MEM 177.125000 1608090384.5387
MEM 177.125000 1608090384.6427
MEM 177.125000 1608090384.7465
MEM 177.125000 1608090384.8475
MEM 177.125000 1608090384.9510
MEM 177.125000 1608090385.0530
MEM 177.125000 1608090385.1541
MEM 177.125000 1608090385.2590
MEM 177.125000 1608090385.3621
MEM 177.125000 1608090385.4630
MEM 177.125000 1608090385.5633
MEM 177.125000 1608090385.6674
MEM 177.125000 1608090385.7700
MEM 177.125000 1608090385.8702
MEM 177.125000 1608090385.9734
MEM 177.125000 1608090386.0770
MEM 177.125000 1608090386.1803
MEM 177.125000 1608090386.2822
MEM 177.125000 1608090386.3869
MEM 177.125000 1608090386.4901
MEM 177.125000 1608090386.5921
MEM 177.125000 1608090386.6953
MEM 177.125000 1608090386.7955
MEM 177.125000 1608090386.8984
MEM 177.125000 1608090386.9987
MEM 177.125000 1608090387.1039
MEM 177.125000 1608090387.2092
MEM 177.125000 1608090387.3125
MEM 177.125000 1608090387.4142
MEM 177.125000 1608090387.5170
MEM 177.125000 1608090387.6206
MEM 177.125000 1608090387.7211
MEM 177.125000 1608090387.8233
MEM 177.125000 1608090387.9249
MEM 177.125000 1608090388.0263
MEM 177.125000 1608090388.1291
MEM 177.125000 1608090388.2295
MEM 177.125000 1608090388.3342
MEM 177.125000 1608090388.4367
MEM 177.125000 1608090388.5396
MEM 177.125000 1608090388.6440
MEM 177.125000 1608090388.7448
MEM 177.125000 1608090388.8472
MEM 177.125000 1608090388.9476
MEM 177.125000 1608090389.0486
MEM 177.125000 1608090389.1534
MEM 177.125000 1608090389.2558
MEM 177.125000 1608090389.3566
MEM 177.125000 1608090389.4569
MEM 177.125000 1608090389.5602
MEM 177.125000 1608090389.6646
MEM 177.125000 1608090389.7650
MEM 177.125000 1608090389.8674
MEM 177.125000 1608090389.9711
MEM 177.125000 1608090390.0729
MEM 177.125000 1608090390.1738
MEM 177.125000 1608090390.2789
MEM 177.125000 1608090390.3840
MEM 177.125000 1608090390.4879
MEM 177.125000 1608090390.5919
MEM 177.125000 1608090390.6942
MEM 177.125000 1608090390.7948
MEM 177.125000 1608090390.8991
MEM 177.125000 1608090391.0030
MEM 177.125000 1608090391.1051
MEM 177.125000 1608090391.2096
MEM 177.125000 1608090391.3108
MEM 177.125000 1608090391.4136
MEM 177.125000 1608090391.5140
MEM 177.125000 1608090391.6185
MEM 177.125000 1608090391.7211
MEM 177.125000 1608090391.8262
MEM 177.125000 1608090391.9291
MEM 177.125000 1608090392.0342
MEM 177.125000 1608090392.1380
MEM 177.125000 1608090392.2420
MEM 177.125000 1608090392.3430
MEM 177.125000 1608090392.4446
MEM 177.125000 1608090392.5463
MEM 177.125000 1608090392.6509
MEM 177.125000 1608090392.7533
MEM 177.125000 1608090392.8577
MEM 177.125000 1608090392.9628
MEM 177.125000 1608090393.0635
MEM 177.125000 1608090393.1674
MEM 177.125000 1608090393.2685
MEM 177.125000 1608090393.3693
MEM 177.125000 1608090393.4710
MEM 177.125000 1608090393.5764
MEM 177.125000 1608090393.6795
MEM 177.125000 1608090393.7843
MEM 177.125000 1608090393.8855
MEM 177.125000 1608090393.9857
MEM 177.125000 1608090394.0861
MEM 177.125000 1608090394.1885
MEM 177.125000 1608090394.2920
MEM 177.125000 1608090394.3962
MEM 177.125000 1608090394.4989
MEM 177.125000 1608090394.6037
MEM 177.125000 1608090394.7049
MEM 177.125000 1608090394.8054
MEM 177.125000 1608090394.9058
MEM 177.125000 1608090395.0095
MEM 177.125000 1608090395.1138
MEM 177.125000 1608090395.2180
MEM 177.125000 1608090395.3222
MEM 177.125000 1608090395.4226
MEM 177.125000 1608090395.5237
MEM 177.125000 1608090395.6242
MEM 177.125000 1608090395.7292
MEM 177.125000 1608090395.8310
MEM 177.125000 1608090395.9353
MEM 177.125000 1608090396.0368
MEM 177.125000 1608090396.1395
MEM 177.125000 1608090396.2398
MEM 177.125000 1608090396.3405
MEM 177.125000 1608090396.4408
MEM 177.125000 1608090396.5419
MEM 177.125000 1608090396.6446
MEM 177.125000 1608090396.7474
MEM 177.125000 1608090396.8511
MEM 177.125000 1608090396.9560
MEM 177.125000 1608090397.0601
MEM 177.125000 1608090397.1638
MEM 177.125000 1608090397.2660
MEM 177.125000 1608090397.3698
MEM 177.125000 1608090397.4752
MEM 177.125000 1608090397.5755
MEM 177.125000 1608090397.6805
MEM 177.125000 1608090397.7825
MEM 177.125000 1608090397.8828
MEM 177.125000 1608090397.9878
MEM 177.125000 1608090398.0898
MEM 177.125000 1608090398.1908
MEM 177.125000 1608090398.2912
MEM 177.125000 1608090398.3954
MEM 177.125000 1608090398.4976
MEM 177.125000 1608090398.6005
MEM 177.125000 1608090398.7056
MEM 177.125000 1608090398.8070
MEM 177.125000 1608090398.9080
MEM 177.125000 1608090399.0085
MEM 177.125000 1608090399.1099
MEM 177.125000 1608090399.2140
MEM 177.125000 1608090399.3157
MEM 177.125000 1608090399.4190
MEM 177.125000 1608090399.5197
MEM 177.125000 1608090399.6206
MEM 177.125000 1608090399.7229
MEM 177.125000 1608090399.8278
MEM 177.125000 1608090399.9282
MEM 177.125000 1608090400.0284
MEM 177.125000 1608090400.1314
MEM 177.125000 1608090400.2317
MEM 177.125000 1608090400.3327
MEM 177.125000 1608090400.4366
MEM 177.125000 1608090400.5387
MEM 177.125000 1608090400.6393
MEM 177.125000 1608090400.7447
MEM 177.125000 1608090400.8466
MEM 177.125000 1608090400.9512
MEM 177.125000 1608090401.0565
MEM 177.125000 1608090401.1580
