CMDLINE /Library/Frameworks/Python.framework/Versions/3.8/bin/python3 tabs.py
MEM 227.507812 1608082957.7953
MEM 227.507812 1608082957.8957
MEM 227.507812 1608082958.0011
MEM 227.507812 1608082958.1049
MEM 227.507812 1608082958.2103
MEM 227.507812 1608082958.3124
MEM 227.507812 1608082958.4178
MEM 227.507812 1608082958.5221
MEM 227.507812 1608082958.6275
MEM 227.507812 1608082958.7287
MEM 227.507812 1608082958.8334
MEM 227.507812 1608082958.9375
MEM 227.507812 1608082959.0423
MEM 227.507812 1608082959.1472
MEM 227.507812 1608082959.2526
MEM 227.507812 1608082959.3579
MEM 227.507812 1608082959.4633
MEM 227.507812 1608082959.5653
MEM 227.507812 1608082959.6707
MEM 227.507812 1608082959.7760
MEM 227.507812 1608082959.8814
MEM 227.507812 1608082959.9868
MEM 227.507812 1608082960.0922
MEM 227.507812 1608082960.1975
MEM 227.507812 1608082960.2979
MEM 227.507812 1608082960.4033
MEM 227.507812 1608082960.5051
MEM 227.507812 1608082960.6105
MEM 227.507812 1608082960.7147
MEM 227.507812 1608082960.8200
MEM 227.507812 1608082960.9221
MEM 227.507812 1608082961.0275
MEM 227.507812 1608082961.1297
MEM 227.507812 1608082961.2324
MEM 227.507812 1608082961.3341
MEM 227.507812 1608082961.4352
MEM 227.507812 1608082961.5406
MEM 227.507812 1608082961.6412
MEM 227.507812 1608082961.7439
MEM 227.507812 1608082961.8482
MEM 227.507812 1608082961.9535
MEM 227.507812 1608082962.0580
MEM 227.507812 1608082962.1633
MEM 227.507812 1608082962.2668
MEM 227.507812 1608082962.3722
MEM 227.507812 1608082962.4744
MEM 227.507812 1608082962.5785
MEM 227.507812 1608082962.6839
MEM 227.507812 1608082962.7892
MEM 227.507812 1608082962.8898
MEM 227.507812 1608082962.9952
MEM 227.507812 1608082963.0954
MEM 227.507812 1608082963.1956
MEM 227.507812 1608082963.3009
MEM 227.507812 1608082963.4063
MEM 227.507812 1608082963.5117
MEM 227.507812 1608082963.6130
MEM 227.507812 1608082963.7184
MEM 227.507812 1608082963.8212
MEM 227.507812 1608082963.9266
MEM 227.507812 1608082964.0288
MEM 227.507812 1608082964.1342
MEM 227.507812 1608082964.2354
MEM 227.507812 1608082964.3388
MEM 227.507812 1608082964.4423
MEM 227.507812 1608082964.5430
MEM 227.507812 1608082964.6466
MEM 227.507812 1608082964.7519
MEM 227.507812 1608082964.8529
MEM 227.507812 1608082964.9574
MEM 227.507812 1608082965.0615
MEM 227.507812 1608082965.1619
MEM 227.507812 1608082965.2622
MEM 227.507812 1608082965.3649
MEM 227.507812 1608082965.4703
MEM 227.507812 1608082965.5756
MEM 227.507812 1608082965.6764
MEM 227.507812 1608082965.7799
MEM 227.507812 1608082965.8815
MEM 227.507812 1608082965.9839
MEM 227.507812 1608082966.0861
MEM 227.507812 1608082966.1869
MEM 227.507812 1608082966.2884
MEM 227.578125 1608082966.3887
MEM 227.578125 1608082966.4895
MEM 227.578125 1608082966.5908
MEM 227.578125 1608082966.6919
MEM 227.578125 1608082966.7923
MEM 227.578125 1608082966.8974
MEM 227.578125 1608082967.0026
MEM 227.578125 1608082967.1065
MEM 227.578125 1608082967.2088
MEM 227.578125 1608082967.3104
MEM 227.578125 1608082967.4128
MEM 227.578125 1608082967.5173
MEM 227.578125 1608082967.6195
MEM 227.578125 1608082967.7210
MEM 227.578125 1608082967.8262
MEM 227.640625 1608082967.9314
MEM 227.640625 1608082968.0364
MEM 227.640625 1608082968.1381
MEM 227.640625 1608082968.2395
MEM 227.640625 1608082968.3436
MEM 227.640625 1608082968.4478
MEM 227.640625 1608082968.5514
MEM 227.640625 1608082968.6542
MEM 227.640625 1608082968.7590
MEM 227.640625 1608082968.8630
MEM 227.640625 1608082968.9675
MEM 227.640625 1608082969.0726
MEM 227.640625 1608082969.1734
MEM 227.640625 1608082969.2739
MEM 227.640625 1608082969.3777
MEM 227.640625 1608082969.4796
MEM 227.640625 1608082969.5814
MEM 227.640625 1608082969.6859
MEM 227.640625 1608082969.7881
MEM 227.640625 1608082969.8887
MEM 227.640625 1608082969.9898
MEM 227.640625 1608082970.0951
MEM 227.640625 1608082970.1958
MEM 227.640625 1608082970.2989
MEM 227.640625 1608082970.4043
MEM 227.640625 1608082970.5071
MEM 227.640625 1608082970.6124
MEM 227.640625 1608082970.7152
MEM 227.640625 1608082970.8154
MEM 227.640625 1608082970.9188
MEM 227.640625 1608082971.0212
MEM 227.640625 1608082971.1246
MEM 227.640625 1608082971.2272
MEM 227.640625 1608082971.3284
MEM 227.640625 1608082971.4289
MEM 227.640625 1608082971.5311
MEM 227.640625 1608082971.6342
MEM 227.640625 1608082971.7397
MEM 227.640625 1608082971.8445
MEM 227.640625 1608082971.9456
MEM 227.640625 1608082972.0461
MEM 227.640625 1608082972.1499
MEM 227.640625 1608082972.2541
MEM 227.640625 1608082972.3593
MEM 227.640625 1608082972.4628
MEM 227.640625 1608082972.5658
MEM 227.640625 1608082972.6685
MEM 227.640625 1608082972.7717
MEM 227.640625 1608082972.8733
MEM 227.640625 1608082972.9741
MEM 227.640625 1608082973.0765
MEM 227.640625 1608082973.1811
MEM 227.640625 1608082973.2816
MEM 227.640625 1608082973.3850
MEM 227.640625 1608082973.4853
MEM 227.640625 1608082973.5879
MEM 227.640625 1608082973.6909
MEM 227.640625 1608082973.7951
MEM 227.640625 1608082973.8973
MEM 227.640625 1608082973.9975
MEM 227.640625 1608082974.0993
MEM 227.640625 1608082974.2024
MEM 227.640625 1608082974.3068
MEM 227.640625 1608082974.4085
MEM 227.640625 1608082974.5134
MEM 227.640625 1608082974.6186
MEM 227.640625 1608082974.7218
MEM 227.640625 1608082974.8246
MEM 227.640625 1608082974.9252
MEM 227.640625 1608082975.0285
MEM 227.640625 1608082975.1297
MEM 227.640625 1608082975.2313
MEM 227.640625 1608082975.3359
MEM 227.640625 1608082975.4365
MEM 227.640625 1608082975.5389
MEM 227.640625 1608082975.6396
MEM 227.640625 1608082975.7419
MEM 227.640625 1608082975.8467
MEM 227.640625 1608082975.9505
MEM 227.640625 1608082976.0511
MEM 227.640625 1608082976.1535
MEM 227.640625 1608082976.2572
MEM 227.640625 1608082976.3600
MEM 227.640625 1608082976.4647
MEM 227.640625 1608082976.5679
MEM 227.640625 1608082976.6684
MEM 227.640625 1608082976.7714
MEM 227.640625 1608082976.8750
MEM 227.640625 1608082976.9774
MEM 227.640625 1608082977.0809
MEM 227.640625 1608082977.1813
MEM 227.640625 1608082977.2842
MEM 227.640625 1608082977.3850
MEM 227.640625 1608082977.4878
MEM 227.640625 1608082977.5898
MEM 227.640625 1608082977.6934
MEM 227.640625 1608082977.7979
MEM 227.640625 1608082977.9002
MEM 227.640625 1608082978.0007
MEM 227.640625 1608082978.1012
MEM 227.640625 1608082978.2056
MEM 227.640625 1608082978.3069
MEM 227.640625 1608082978.4117
MEM 227.640625 1608082978.5121
MEM 227.640625 1608082978.6174
MEM 227.640625 1608082978.7193
MEM 227.640625 1608082978.8205
MEM 227.640625 1608082978.9214
MEM 227.640625 1608082979.0238
MEM 227.640625 1608082979.1250
MEM 227.640625 1608082979.2292
MEM 227.640625 1608082979.3338
MEM 227.640625 1608082979.4377
MEM 227.640625 1608082979.5398
MEM 227.640625 1608082979.6402
MEM 227.640625 1608082979.7437
MEM 227.640625 1608082979.8459
MEM 227.640625 1608082979.9491
MEM 227.640625 1608082980.0527
MEM 227.640625 1608082980.1542
MEM 227.640625 1608082980.2546
MEM 227.640625 1608082980.3574
MEM 227.640625 1608082980.4625
MEM 227.640625 1608082980.5629
MEM 227.640625 1608082980.6635
MEM 227.640625 1608082980.7679
MEM 227.640625 1608082980.8694
MEM 227.640625 1608082980.9736
MEM 227.640625 1608082981.0766
MEM 227.640625 1608082981.1804
MEM 227.640625 1608082981.2825
MEM 227.640625 1608082981.3870
MEM 227.640625 1608082981.4909
MEM 227.640625 1608082981.5950
MEM 227.640625 1608082981.7002
MEM 227.640625 1608082981.8040
MEM 227.640625 1608082981.9052
MEM 227.640625 1608082982.0105
MEM 227.640625 1608082982.1125
MEM 227.640625 1608082982.2179
MEM 227.640625 1608082982.3184
MEM 227.640625 1608082982.4232
MEM 227.640625 1608082982.5253
MEM 227.640625 1608082982.6283
MEM 227.640625 1608082982.7313
MEM 227.640625 1608082982.8339
MEM 227.640625 1608082982.9354
MEM 227.640625 1608082983.0401
MEM 227.640625 1608082983.1430
MEM 227.640625 1608082983.2482
MEM 227.640625 1608082983.3485
MEM 227.640625 1608082983.4510
MEM 227.640625 1608082983.5556
MEM 227.640625 1608082983.6606
MEM 227.640625 1608082983.7658
MEM 227.640625 1608082983.8697
MEM 227.640625 1608082983.9716
MEM 227.640625 1608082984.0734
MEM 227.640625 1608082984.1743
MEM 227.640625 1608082984.2752
MEM 227.640625 1608082984.3802
MEM 227.640625 1608082984.4832
MEM 227.640625 1608082984.5852
MEM 227.640625 1608082984.6895
MEM 227.640625 1608082984.7945
MEM 227.640625 1608082984.8976
MEM 227.640625 1608082984.9979
MEM 227.640625 1608082985.1006
MEM 227.640625 1608082985.2048
MEM 227.640625 1608082985.3055
MEM 227.640625 1608082985.4066
MEM 227.640625 1608082985.5070
MEM 227.640625 1608082985.6073
MEM 227.640625 1608082985.7098
MEM 227.640625 1608082985.8150
MEM 227.640625 1608082985.9153
MEM 227.640625 1608082986.0175
MEM 227.640625 1608082986.1228
MEM 227.640625 1608082986.2239
MEM 227.640625 1608082986.3293
MEM 227.640625 1608082986.4305
MEM 227.640625 1608082986.5342
MEM 227.640625 1608082986.6394
MEM 227.640625 1608082986.7398
MEM 227.640625 1608082986.8425
MEM 227.640625 1608082986.9480
MEM 227.640625 1608082987.0518
MEM 227.640625 1608082987.1545
MEM 227.640625 1608082987.2577
MEM 227.640625 1608082987.3585
MEM 227.640625 1608082987.4591
MEM 227.640625 1608082987.5597
MEM 227.640625 1608082987.6647
MEM 227.640625 1608082987.7657
MEM 227.640625 1608082987.8674
MEM 227.640625 1608082987.9727
MEM 227.640625 1608082988.0736
MEM 227.640625 1608082988.1776
MEM 227.640625 1608082988.2787
MEM 227.640625 1608082988.3839
MEM 227.640625 1608082988.4848
MEM 227.640625 1608082988.5895
MEM 227.640625 1608082988.6912
MEM 227.640625 1608082988.7921
MEM 227.640625 1608082988.8943
MEM 227.640625 1608082988.9983
MEM 227.640625 1608082989.1034
MEM 227.640625 1608082989.2037
MEM 227.640625 1608082989.3092
MEM 227.640625 1608082989.4114
MEM 227.640625 1608082989.5120
MEM 227.640625 1608082989.6123
MEM 227.640625 1608082989.7152
MEM 227.640625 1608082989.8162
MEM 227.640625 1608082989.9204
MEM 227.640625 1608082990.0219
MEM 227.640625 1608082990.1225
MEM 227.640625 1608082990.2229
MEM 227.640625 1608082990.3233
MEM 227.640625 1608082990.4264
MEM 227.640625 1608082990.5304
MEM 227.640625 1608082990.6323
MEM 227.640625 1608082990.7346
MEM 227.640625 1608082990.8372
MEM 227.640625 1608082990.9389
MEM 227.640625 1608082991.0397
MEM 227.640625 1608082991.1400
MEM 227.640625 1608082991.2407
MEM 227.640625 1608082991.3460
MEM 227.640625 1608082991.4501
MEM 227.640625 1608082991.5545
MEM 227.640625 1608082991.6595
MEM 227.640625 1608082991.7636
MEM 227.640625 1608082991.8657
MEM 227.640625 1608082991.9711
MEM 227.640625 1608082992.0715
MEM 227.640625 1608082992.1753
MEM 227.640625 1608082992.2797
MEM 227.640625 1608082992.3849
MEM 227.640625 1608082992.4877
MEM 227.640625 1608082992.5893
MEM 227.640625 1608082992.6923
MEM 227.640625 1608082992.7943
MEM 227.640625 1608082992.8973
MEM 227.640625 1608082993.0000
MEM 227.640625 1608082993.1022
MEM 227.640625 1608082993.2075
MEM 227.640625 1608082993.3079
MEM 227.640625 1608082993.4126
MEM 227.640625 1608082993.5164
MEM 227.640625 1608082993.6217
MEM 227.640625 1608082993.7222
MEM 227.640625 1608082993.8275
MEM 227.640625 1608082993.9282
MEM 227.640625 1608082994.0308
MEM 227.640625 1608082994.1329
MEM 227.640625 1608082994.2333
